"SeqNum","MOSTYP","MRELGE","MSKA","MOSHOO","MSKB1","MOPLHO","MAANTH","MGODRK","MGEMOM","MFALLE","MSKB2","MAUT0","MAUT1","MGEMLE","MAUT2","MGODPR","MINKGE","MSKC","MHHUUR","MFWEKI","PWAPAR","PPERSA","PAANHA","AMOTSC","APERSA","AWAPAR","Resp"
2992,20,3,3,9,1,4,2,3,5,2,3,1,3,2,4,6,4,5,1,3,0,0,0,0,0,1,0
2993,17,3,3,9,0,9,0,2,7,0,6,0,2,5,0,6,3,6,0,3,0,0,0,0,0,0,0
2994,35,3,3,4,2,3,0,4,5,1,3,0,3,2,8,9,6,3,1,8,0,3,0,0,0,0,0
2995,7,2,2,6,0,4,3,2,4,1,4,0,2,2,8,6,8,1,0,3,0,0,0,0,0,1,0
2996,22,2,3,10,0,5,4,4,3,1,5,0,3,2,6,6,8,1,0,4,0,0,0,0,1,0,0
2997,30,2,4,2,1,5,2,5,2,4,3,0,2,2,1,5,5,4,3,3,0,0,0,0,0,0,0
2998,13,2,1,8,2,5,1,6,3,1,3,0,6,2,5,7,7,2,0,3,0,0,0,0,0,1,0
2999,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,0,0,0,0,0,0
3000,17,2,2,9,0,3,3,4,3,0,5,0,5,4,7,9,9,0,0,3,0,0,0,0,0,0,0
3001,16,2,3,8,0,2,2,4,4,0,6,0,2,5,9,7,7,2,0,1,0,0,0,0,0,0,0
3002,15,2,4,8,0,2,0,6,3,0,7,0,3,4,9,7,9,0,0,1,0,0,0,0,0,1,0
3003,22,4,2,10,2,4,2,0,7,1,0,0,4,4,2,7,6,3,0,4,0,0,0,0,1,0,0
3004,17,3,3,9,0,1,1,1,8,0,8,0,1,6,9,5,7,2,0,3,0,0,0,0,0,0,0
3005,21,3,2,9,1,3,3,1,5,1,5,0,6,1,6,6,8,1,1,4,0,0,0,0,0,2,0
3006,25,2,3,1,0,9,4,3,3,0,6,2,0,3,0,3,7,2,0,4,0,0,0,0,0,1,0
3007,22,4,3,10,0,6,2,2,6,0,6,0,2,8,2,9,9,0,0,3,0,0,0,0,0,1,0
3008,25,4,2,1,1,5,0,3,6,0,7,2,2,0,2,6,6,3,0,4,0,0,0,0,0,1,0
3009,28,3,4,2,0,9,0,6,3,0,3,0,4,0,4,9,6,4,0,6,0,0,0,0,0,1,0
3010,15,2,4,8,0,2,0,6,3,0,7,0,3,4,9,7,9,0,0,1,0,0,0,0,0,0,0
3011,19,2,3,9,0,5,2,3,4,3,6,0,3,3,2,7,8,1,0,5,0,0,0,0,0,1,0
3012,6,1,2,6,0,5,5,4,1,1,2,0,6,1,9,3,6,3,0,2,0,3,0,0,0,1,0
3013,28,2,3,2,0,4,2,4,4,3,4,0,2,0,4,5,6,3,1,6,0,0,0,0,0,0,0
3014,26,3,4,2,0,4,1,6,3,4,2,0,3,1,1,8,7,2,0,8,0,0,0,0,0,1,0
3015,9,2,5,7,1,6,4,3,2,2,3,0,6,1,8,6,4,5,2,1,0,0,0,0,0,1,0
3016,17,3,3,9,0,2,0,3,6,0,8,0,1,6,3,6,9,0,1,3,0,0,0,0,0,0,0
3017,17,3,3,9,1,4,1,4,4,1,7,1,1,4,2,4,7,2,0,3,0,0,0,0,0,1,0
3018,33,3,3,3,2,3,0,2,7,2,3,0,4,2,8,6,5,4,0,7,0,0,0,0,0,1,0
3019,33,3,3,3,0,4,3,1,6,4,4,0,5,2,1,7,8,1,0,7,0,0,0,0,0,1,0
3020,6,2,2,6,0,4,2,5,3,0,5,0,2,4,9,7,9,0,0,2,0,0,0,0,0,1,0
3021,36,3,2,4,6,1,1,3,6,2,4,0,2,3,6,5,5,4,1,7,0,0,0,0,0,0,0
3022,7,2,2,6,2,2,3,4,3,0,3,0,4,3,3,5,8,1,0,3,0,3,0,0,0,1,0
3023,17,2,3,9,0,7,4,1,5,0,7,1,2,6,8,5,8,1,0,3,0,0,0,0,1,0,0
3024,17,3,3,9,0,5,0,3,6,0,5,2,0,4,4,7,5,4,3,3,0,3,0,0,0,1,0
3025,13,1,3,8,2,1,6,2,2,0,7,0,0,3,8,4,7,2,0,3,0,0,0,0,0,1,0
3026,9,2,3,7,0,5,5,3,3,2,4,0,4,2,7,6,8,1,0,1,0,0,0,0,0,0,0
3027,17,2,2,9,0,3,3,4,3,0,5,0,5,4,7,9,9,0,0,3,0,0,0,0,0,1,0
3028,19,2,4,9,0,4,5,2,2,1,7,2,2,3,2,5,7,2,0,5,0,0,0,0,0,1,0
3029,28,1,4,2,3,4,5,4,0,2,0,0,3,1,0,5,5,4,0,6,0,0,0,0,0,1,1
3031,22,3,2,10,0,4,0,2,7,1,6,0,3,3,5,6,7,2,1,4,0,0,0,0,0,0,0
3032,32,4,2,3,1,5,0,1,8,5,1,0,4,1,0,7,4,5,1,6,0,0,0,0,0,1,0
3034,9,2,4,7,1,4,6,0,3,5,4,0,9,0,4,5,9,0,0,1,0,0,0,0,0,1,0
3035,25,3,3,1,0,7,1,3,5,1,5,3,2,3,2,5,6,3,0,4,0,0,0,0,0,0,0
3036,16,2,4,8,0,6,4,4,2,2,5,0,4,3,7,6,9,0,0,1,0,0,0,0,0,1,0
3037,19,3,3,9,1,4,1,4,4,1,7,1,1,4,2,4,7,2,0,5,0,0,0,0,0,1,0
3038,22,3,3,10,0,4,0,3,6,1,7,0,3,4,5,6,7,2,1,4,0,0,0,0,0,0,0
3039,28,2,4,2,1,4,0,9,0,0,9,0,2,2,5,6,5,4,0,6,0,0,0,0,0,1,0
3040,15,2,3,8,3,5,0,6,3,3,2,0,7,0,5,7,7,2,1,1,0,0,0,0,0,0,0
3041,17,2,3,9,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,3,0,0,0,0,0,0,0
3042,38,2,2,4,2,2,3,4,3,6,2,0,2,2,7,7,3,6,0,6,0,1,0,0,0,1,0
3043,23,2,4,10,0,4,3,2,4,0,8,0,1,0,8,4,7,2,0,5,0,0,0,0,1,0,0
3044,34,2,3,4,0,6,5,1,4,5,0,0,5,1,9,8,4,5,0,4,0,0,0,0,0,0,0
3045,18,2,3,9,1,4,3,5,2,0,4,0,3,0,2,6,5,4,4,6,0,0,0,1,0,1,0
3046,28,2,5,2,0,6,5,3,2,2,4,1,5,1,2,6,6,3,1,6,0,0,0,0,0,0,0
3047,7,2,3,6,0,5,1,5,3,2,3,1,5,2,8,5,7,2,1,3,0,0,0,0,0,0,0
3048,7,2,2,6,2,2,2,5,2,0,5,0,4,0,9,5,9,0,0,3,0,0,0,0,0,0,0
3049,35,4,2,4,1,2,0,2,7,2,2,0,4,2,0,7,6,3,1,8,0,0,0,0,0,1,0
3050,17,3,4,9,0,4,3,2,5,0,7,2,0,3,0,6,9,0,0,3,0,0,0,0,0,0,0
3051,34,3,3,4,0,5,2,4,3,0,2,0,7,0,9,9,9,0,0,4,0,0,0,0,0,1,0
3052,18,3,3,9,0,3,0,3,6,3,0,0,8,1,0,3,0,9,8,6,0,0,0,0,0,0,0
3053,22,2,3,10,0,3,4,1,5,0,9,0,4,0,9,6,9,0,0,4,0,0,0,0,2,1,0
3054,22,4,2,10,0,2,2,0,7,0,3,0,7,0,4,9,7,2,2,4,0,0,0,0,0,1,0
3055,33,3,3,3,2,5,0,2,7,4,2,0,5,2,0,9,4,5,0,7,0,0,0,0,0,1,0
3056,18,2,4,9,0,7,0,5,4,2,6,2,0,2,0,5,6,3,0,6,0,0,0,0,0,0,1
3058,17,3,3,9,1,5,2,3,5,2,4,2,2,2,3,6,5,4,2,3,0,0,0,0,1,0,0
3059,21,3,3,9,0,5,0,3,6,0,6,0,5,3,1,8,8,1,0,4,0,0,0,0,0,1,0
3060,38,2,2,4,2,2,3,4,3,6,2,0,2,2,7,7,3,6,0,6,0,2,0,0,0,0,0
3061,7,2,2,6,2,0,3,3,3,1,8,0,1,5,8,4,3,6,1,5,0,0,0,0,0,1,0
3062,20,3,4,9,1,4,4,4,2,0,5,0,9,0,7,6,5,4,0,3,0,0,0,0,0,0,0
3063,8,2,2,6,0,2,3,5,2,1,6,0,2,4,9,4,7,2,0,2,0,0,0,0,0,0,0
3064,15,3,3,8,2,2,3,1,6,0,8,1,0,2,6,6,9,0,0,1,0,0,0,0,0,0,0
3065,36,3,3,4,3,4,4,1,5,3,2,0,3,2,7,8,8,1,1,6,0,0,0,0,0,0,0
3066,15,3,2,8,0,6,0,1,8,0,5,0,4,2,9,6,9,0,0,1,0,0,0,0,0,0,0
3068,25,4,2,1,1,4,2,4,4,5,0,4,0,0,4,6,5,4,0,4,0,0,0,0,0,0,0
3069,15,3,3,8,0,4,1,4,4,0,5,0,5,2,9,8,7,2,0,1,0,0,0,0,0,0,0
3070,8,2,1,6,3,4,4,5,2,0,5,0,2,3,9,7,8,1,0,2,0,0,0,0,0,1,0
3071,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,0,0,0,0,1,0
3072,16,3,3,8,1,4,2,3,4,2,5,2,2,3,3,5,7,2,1,1,0,0,0,0,0,1,0
3074,22,2,2,10,0,3,4,1,5,1,7,0,2,3,9,7,9,0,0,4,0,4,0,0,0,1,0
3075,17,3,3,9,0,2,0,3,6,0,8,0,1,6,3,6,9,0,1,3,0,0,0,0,0,1,0
3076,22,3,3,10,0,6,0,3,6,1,3,0,5,2,7,7,6,3,1,4,0,0,0,0,0,0,0
3077,18,3,2,9,0,7,0,4,5,0,7,0,2,4,2,5,9,0,0,6,0,0,0,0,0,1,0
3078,28,2,4,2,0,4,2,6,2,3,1,0,2,0,6,7,3,6,1,6,0,3,0,0,0,1,0
3079,38,3,2,4,0,4,5,2,3,2,2,0,3,0,7,9,7,2,0,6,0,0,0,0,0,0,0
3080,36,3,2,4,7,0,1,4,4,1,4,0,3,2,3,9,6,3,1,6,0,4,0,0,0,1,0
3083,17,3,3,9,0,3,0,0,9,0,5,0,3,3,4,6,3,6,0,3,0,0,0,0,0,1,0
3084,26,2,4,2,0,5,5,2,3,5,3,0,2,0,0,6,5,4,5,8,0,0,0,0,0,0,1
3085,7,1,2,6,1,4,6,3,1,2,4,0,3,2,8,6,8,1,1,3,0,0,0,0,0,1,0
3086,19,2,3,9,0,4,1,7,2,0,6,2,4,1,7,8,7,2,0,5,0,0,0,0,0,2,0
3087,15,3,3,8,0,2,0,4,5,0,9,0,0,0,5,4,9,0,0,1,0,0,0,0,1,0,0
3088,22,3,3,10,0,9,0,5,4,0,9,2,0,3,9,3,7,2,0,3,0,0,0,0,0,1,0
3089,20,3,3,9,1,5,1,4,5,4,2,1,3,1,4,6,4,5,1,3,0,0,0,0,0,0,1
3090,14,2,3,8,0,5,3,5,2,0,5,0,2,2,3,9,5,4,3,2,0,0,0,0,0,0,0
3091,34,3,3,4,1,4,0,5,4,0,1,0,4,2,0,6,8,1,1,4,0,0,0,0,0,1,0
3092,22,3,3,10,0,4,0,4,5,0,6,0,0,5,9,3,9,0,0,4,0,0,0,0,1,0,0
3093,12,2,4,7,1,7,2,6,1,3,2,1,2,2,2,7,5,4,2,1,0,0,0,0,0,1,0
3094,24,3,3,1,0,3,0,4,5,2,7,5,0,2,2,7,7,2,0,3,0,0,0,0,0,1,0
3095,31,3,2,3,0,7,0,6,3,2,0,0,7,0,0,7,7,2,0,8,0,0,0,0,0,1,0
3096,33,3,3,3,5,0,0,3,6,0,4,0,4,2,1,7,5,4,0,8,0,3,0,0,0,1,0
3097,13,2,3,8,0,9,2,4,3,0,0,0,5,0,2,7,3,6,0,3,0,0,0,0,0,0,0
3098,17,4,2,9,0,5,0,1,8,0,5,0,5,2,2,5,9,0,1,3,0,0,0,0,0,0,0
3099,37,4,2,4,2,4,0,0,8,2,4,0,7,1,2,9,9,0,5,7,0,0,0,0,0,1,0
3100,26,4,3,2,1,5,0,2,7,8,1,0,2,2,0,7,5,4,5,8,0,0,0,0,0,0,0
3101,38,4,2,4,2,4,1,3,6,5,1,0,3,0,4,7,5,4,0,6,0,0,0,0,0,0,0
3102,16,3,3,8,1,5,3,3,4,2,6,1,2,4,4,6,7,2,0,1,0,0,0,0,0,0,0
3103,25,2,3,1,0,3,2,4,3,2,2,2,4,1,2,8,5,4,0,4,0,0,0,0,0,2,0
3104,35,4,2,4,0,5,0,3,6,0,5,0,4,5,3,7,5,4,0,8,0,0,0,0,0,1,1
3105,36,3,3,4,2,7,2,3,4,0,4,0,4,0,1,7,7,2,0,6,0,0,0,0,0,1,0
3106,17,3,3,9,0,6,1,4,4,1,6,1,3,2,5,5,6,3,1,3,0,0,0,0,0,0,0
3107,36,3,3,4,1,4,2,4,4,2,4,2,2,2,4,6,5,4,2,6,0,0,0,0,0,0,0
3108,17,3,3,9,0,6,2,3,5,1,6,1,4,2,2,7,7,2,0,3,0,0,0,0,0,1,0
3109,24,4,3,1,1,4,0,3,6,0,3,5,0,0,0,6,6,3,0,3,0,0,0,0,1,0,0
3110,23,2,4,10,0,4,3,2,4,0,8,0,1,0,8,4,7,2,0,5,0,0,0,0,0,1,0
3111,37,3,2,4,6,3,0,3,6,6,2,0,3,0,0,9,0,9,3,7,0,0,0,0,0,1,0
3112,14,2,4,8,0,3,4,3,3,0,9,0,3,0,9,6,9,0,0,2,0,0,0,0,0,0,0
3113,20,2,4,9,2,4,2,4,3,1,4,0,3,1,2,5,5,4,0,3,0,0,0,0,0,1,0
3114,22,4,2,10,0,4,1,1,8,1,5,0,2,0,8,5,8,1,0,4,0,0,0,0,1,0,0
3115,26,3,2,2,2,4,0,0,9,4,0,0,2,0,0,7,0,9,0,8,0,5,0,0,0,1,0
3116,8,3,2,6,1,4,1,3,6,1,7,0,2,5,8,5,7,2,1,2,0,0,0,0,0,0,0
3117,10,2,5,7,1,4,5,3,2,2,6,0,3,2,8,2,5,4,0,1,0,0,0,0,0,1,0
3118,34,3,2,4,0,3,1,1,7,2,5,0,2,3,9,7,9,0,0,4,0,0,0,0,0,1,0
3119,37,3,2,4,0,3,2,2,5,2,2,0,6,0,0,9,4,5,0,7,0,0,0,0,0,1,0
3120,28,2,4,2,1,4,0,9,0,0,9,0,2,2,5,6,5,4,0,6,0,0,0,0,0,0,0
3121,19,4,3,9,0,4,0,4,5,0,5,0,3,3,5,6,8,1,5,5,0,0,0,0,0,0,0
3122,28,3,3,2,0,6,1,4,4,3,5,1,4,2,3,7,7,2,0,6,0,4,1,0,0,1,1
3124,9,2,4,7,1,5,5,3,2,2,6,1,3,2,6,6,5,4,1,1,0,0,0,0,0,1,0
3125,16,2,4,8,2,5,3,5,2,2,4,0,4,2,7,6,7,2,2,1,0,0,0,0,0,1,0
3126,17,3,3,9,1,6,0,3,6,0,9,0,3,3,3,7,7,2,5,3,0,0,0,0,0,0,0
3127,6,3,3,6,0,5,0,2,7,2,7,0,1,1,4,6,7,2,0,2,0,0,0,0,0,0,0
3128,10,2,4,7,0,7,4,5,1,1,5,0,4,1,8,2,8,1,0,1,0,0,0,0,0,0,0
3129,29,2,6,2,0,4,3,6,0,1,5,0,2,0,9,4,7,2,0,6,0,0,0,0,0,0,0
3131,17,3,3,9,0,4,2,4,4,1,6,1,3,3,5,6,8,1,1,3,0,0,0,0,0,0,0
3132,17,2,4,9,0,5,0,6,3,7,2,0,0,0,0,9,2,7,2,3,0,0,0,0,0,1,0
3133,20,2,4,9,2,5,0,6,3,0,4,0,7,0,3,7,6,3,0,3,0,0,0,0,0,1,0
3134,7,2,2,6,0,6,4,3,2,2,2,0,3,3,8,4,7,2,0,3,0,0,0,0,0,0,0
3136,21,2,3,9,0,6,2,5,3,0,5,0,3,2,8,6,7,2,1,5,0,0,0,0,0,1,0
3137,7,2,2,6,0,6,3,4,3,2,3,0,5,2,9,5,5,4,0,3,0,0,0,0,0,1,0
3138,28,3,4,2,0,9,0,6,3,0,3,0,4,0,4,9,6,4,0,6,0,0,0,0,0,0,0
3139,18,3,3,9,1,5,1,2,7,4,4,0,6,1,1,8,6,3,3,6,0,0,0,0,0,1,0
3140,14,2,4,8,0,3,4,2,3,0,9,0,2,0,9,6,9,0,0,2,0,0,0,0,0,0,0
3141,14,2,4,8,0,9,4,2,3,0,6,2,0,3,0,3,7,2,0,1,0,0,0,0,0,0,0
3142,22,2,3,10,0,4,4,4,2,0,7,0,2,4,9,3,7,2,0,4,0,0,0,0,0,0,0
3143,19,2,3,9,0,0,3,2,4,5,0,0,3,2,9,7,6,3,0,5,0,0,0,0,0,0,0
3144,11,1,5,7,0,5,8,1,0,1,8,1,3,1,9,5,9,0,0,1,0,0,0,0,0,1,0
3145,27,2,4,2,0,5,2,5,3,0,9,0,2,7,5,9,9,0,0,6,0,0,0,0,0,0,0
3146,17,3,3,9,0,5,0,3,6,0,5,2,0,4,4,7,5,4,3,3,0,0,0,0,0,0,1
3147,22,3,2,10,0,6,0,4,5,2,4,0,4,2,9,7,6,3,0,4,0,0,0,0,0,0,0
3148,38,3,4,4,0,2,4,0,5,4,5,0,4,1,9,7,6,3,0,6,0,0,0,0,0,1,0
3149,17,3,3,9,0,4,2,3,5,0,7,3,0,3,3,5,7,2,0,3,0,0,0,0,0,0,0
3150,19,4,4,9,1,4,2,2,5,0,9,1,3,3,3,6,6,3,0,5,0,0,0,0,0,1,0
3151,22,2,2,10,0,3,4,1,5,1,7,0,2,3,9,7,9,0,0,4,0,0,0,0,0,0,0
3152,28,1,5,2,1,4,8,1,1,0,6,0,2,0,1,6,5,4,4,6,0,0,0,0,0,1,0
3153,20,2,3,9,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,3,0,0,0,0,0,0,0
3154,23,3,3,10,2,7,1,4,5,0,3,0,4,2,0,7,2,7,1,5,0,0,0,0,0,0,0
3155,17,2,4,9,2,5,0,6,3,0,4,0,7,0,3,7,6,3,0,3,0,0,0,0,0,1,0
3156,18,5,2,9,0,8,0,1,8,1,4,0,4,1,0,5,7,2,0,6,0,0,0,0,0,0,0
3157,18,3,3,9,1,4,0,6,3,0,3,0,2,2,3,6,5,4,0,6,0,0,0,0,1,0,0
3158,36,3,2,4,1,5,1,4,4,1,3,0,3,5,1,8,7,2,0,6,0,0,0,0,0,1,0
3159,25,3,3,1,2,7,1,4,4,0,4,0,5,0,1,7,7,2,0,4,0,0,0,0,0,0,0
3160,17,3,2,9,0,4,0,2,7,1,8,0,2,6,3,6,7,2,1,3,0,0,0,0,0,0,0
3161,13,3,3,8,2,3,1,3,5,1,8,0,7,1,1,5,6,3,1,3,0,0,0,0,0,1,0
3162,7,2,3,6,3,2,2,5,2,2,4,0,2,3,6,7,6,3,4,3,0,0,0,0,0,1,0
3163,9,2,4,7,2,7,3,2,4,3,4,0,3,1,6,3,3,6,0,1,0,0,0,0,0,0,0
3165,8,3,2,6,0,1,3,2,5,0,8,0,1,4,8,4,8,1,0,2,0,0,0,0,0,1,0
3166,21,2,2,9,0,4,1,5,3,1,3,1,7,1,1,6,4,5,1,4,0,6,0,0,0,1,0
3167,22,3,2,10,0,3,1,1,7,2,5,0,2,3,9,7,9,0,0,4,0,0,0,0,0,1,0
3168,34,3,3,4,0,5,0,2,7,2,3,0,4,2,8,9,5,4,2,4,0,0,0,0,0,0,0
3169,26,4,3,2,1,5,0,2,7,8,1,0,2,2,0,7,5,4,5,8,0,0,0,0,0,0,0
3170,8,3,2,6,0,2,2,2,5,2,6,0,3,2,8,6,9,0,0,2,0,3,0,0,0,0,0
3171,17,2,4,9,0,8,0,7,2,0,5,0,2,6,1,7,7,2,0,3,0,0,0,0,0,0,0
3172,7,2,3,6,2,5,4,3,3,2,2,0,3,1,8,6,8,1,0,3,0,3,0,0,0,1,1
3173,7,1,2,6,0,6,6,2,1,4,2,0,6,1,9,5,5,4,0,3,0,0,0,0,0,0,0
3175,37,3,2,4,0,4,0,2,7,3,4,0,3,3,9,9,6,3,2,7,0,0,0,0,1,0,0
3176,21,2,4,9,0,5,2,4,3,1,6,1,4,3,4,4,7,2,1,4,0,0,0,0,0,1,0
3177,27,4,2,2,1,4,2,4,4,5,0,4,0,0,4,6,5,4,0,6,0,0,0,0,0,1,0
3178,15,3,2,8,1,2,1,3,6,1,6,0,3,3,8,5,8,1,1,1,0,0,0,0,0,1,0
3179,38,4,2,4,2,4,1,2,6,3,2,0,4,2,2,9,5,4,0,6,0,0,0,0,0,0,0
3180,2,1,2,5,1,2,7,1,2,3,1,0,6,1,6,6,5,4,1,2,0,0,0,0,0,1,0
3181,7,1,3,6,0,5,7,2,1,0,4,0,4,2,9,5,9,0,0,3,0,0,0,0,0,1,0
3182,34,4,3,4,1,3,2,2,6,3,3,0,3,2,8,7,8,1,0,4,0,0,0,0,1,0,0
3183,25,4,2,1,1,5,0,3,6,0,7,2,2,0,2,6,6,3,0,4,0,0,0,0,0,1,0
3184,8,2,2,6,0,3,3,3,3,3,3,0,0,0,9,3,8,1,0,2,0,0,0,0,0,1,0
3185,33,3,3,3,1,4,0,3,6,2,2,0,3,1,1,6,4,5,2,7,0,0,0,0,1,0,0
3186,27,2,5,2,0,9,0,7,2,6,0,0,2,0,0,9,0,9,2,6,0,0,0,0,0,0,0
3187,33,4,3,3,2,5,0,3,6,3,2,0,3,2,1,8,4,5,1,7,0,0,0,0,0,1,1
3188,33,3,3,3,0,5,2,3,5,3,3,0,4,1,1,8,6,3,0,7,0,1,0,0,0,1,0
3189,7,2,2,6,2,2,3,4,3,0,3,0,4,3,3,5,8,1,0,3,0,0,0,0,0,0,0
3190,32,3,2,3,1,2,1,3,5,3,2,0,4,2,3,7,5,4,2,6,0,0,0,0,0,1,0
3191,18,3,3,9,0,2,0,2,7,0,5,0,0,9,9,5,9,0,0,6,0,0,0,0,0,0,0
3193,33,3,3,3,0,5,1,4,5,2,3,1,3,2,5,7,5,4,1,7,0,0,0,0,0,0,0
3194,1,2,2,5,0,0,4,2,3,5,0,0,4,1,7,5,5,4,2,6,0,0,0,0,0,0,0
3195,38,3,2,4,0,2,4,1,5,2,4,0,9,0,1,9,6,3,0,7,0,0,1,0,0,0,0
3196,17,3,3,9,1,4,1,4,4,1,6,1,1,4,2,4,7,2,0,3,0,0,0,0,0,1,0
3197,15,4,3,8,0,3,0,5,4,0,8,0,4,1,4,9,4,5,1,1,0,0,0,0,1,0,0
3198,34,2,3,4,0,6,5,1,4,5,0,0,5,1,9,8,4,5,0,4,0,0,0,0,1,0,0
3199,15,3,3,8,1,3,2,3,5,1,6,0,3,3,7,5,7,2,1,1,0,0,0,0,0,0,0
3200,20,3,3,9,0,4,2,3,5,0,7,3,0,3,3,5,7,2,0,3,0,0,0,0,1,0,0
3201,35,3,3,4,0,4,0,0,9,0,0,0,3,3,5,7,8,1,1,8,0,0,0,0,0,1,0
3202,29,2,4,2,0,5,3,4,3,2,4,1,3,2,4,6,6,3,1,6,0,0,0,0,0,1,0
3203,8,3,2,6,0,1,3,2,5,0,8,0,1,4,8,4,8,1,0,2,0,0,0,0,0,0,0
3204,33,3,3,3,0,5,1,4,5,2,3,1,3,2,5,7,5,4,1,7,0,0,0,0,0,2,0
3205,19,2,4,9,0,4,5,2,2,1,7,2,2,3,2,5,7,2,0,5,0,0,0,0,0,0,0
3206,31,3,3,3,1,4,0,5,4,0,1,0,2,2,5,6,5,4,0,8,0,0,0,0,1,0,0
3207,17,3,3,9,2,4,0,4,5,3,3,0,4,0,3,5,3,6,3,3,0,0,0,0,0,0,0
3208,23,3,3,10,2,6,0,3,6,0,3,3,2,0,4,5,6,3,0,5,0,6,0,1,0,1,0
3209,22,2,3,10,1,4,3,4,3,1,5,0,3,2,5,6,7,2,1,4,0,0,0,0,0,1,1
3210,17,3,3,9,1,5,1,2,6,1,5,0,3,2,3,6,6,3,1,3,0,0,0,0,0,1,0
3211,23,2,4,10,0,5,3,3,4,2,4,2,3,2,0,6,4,5,1,5,0,0,0,0,0,1,0
3212,25,3,3,1,0,5,1,4,4,0,7,3,2,2,4,6,7,2,2,4,0,0,0,0,0,1,0
3213,31,3,3,3,1,4,0,5,4,0,1,0,2,2,5,6,5,4,0,8,0,0,0,0,0,0,0
3214,19,3,3,9,0,5,1,4,4,1,6,1,3,3,5,6,6,3,1,5,0,0,0,0,0,1,0
3215,17,2,3,9,0,7,3,4,3,3,3,0,1,4,2,7,7,2,3,3,0,0,0,0,0,0,0
3216,31,5,2,3,1,5,0,1,8,0,8,1,1,0,1,6,6,3,0,8,0,0,0,0,0,1,0
3217,25,3,3,1,0,7,1,5,3,0,6,2,3,2,3,6,6,3,1,4,0,0,0,0,0,1,0
3218,17,4,2,9,0,6,0,1,8,1,8,0,2,2,8,6,8,1,0,3,0,0,0,0,0,1,1
3219,33,4,2,3,1,3,0,2,7,3,2,0,4,2,0,7,5,4,1,7,0,0,0,0,0,1,0
3220,34,3,3,4,0,5,2,4,3,0,2,0,7,0,9,9,9,0,0,4,0,0,0,0,0,0,0
3221,34,4,2,4,2,3,1,2,7,2,3,0,4,1,9,4,6,3,1,4,0,0,0,0,0,1,0
3222,16,2,3,8,0,5,2,3,4,3,6,0,3,3,2,7,8,1,0,1,0,0,0,0,0,1,0
3223,8,2,3,6,1,3,4,2,3,1,6,1,3,3,7,6,8,1,0,2,0,0,0,0,0,1,0
3224,27,3,3,2,0,6,0,4,5,4,3,0,2,3,2,7,2,7,0,6,0,0,0,0,0,1,0
3225,28,2,3,2,3,3,0,7,2,4,3,0,1,1,0,9,4,5,0,6,0,6,0,0,0,0,0
3226,22,3,2,10,0,6,0,4,5,1,3,0,1,4,5,8,4,5,1,4,0,0,0,0,0,0,0
3227,22,2,3,10,0,5,4,3,3,2,4,0,5,1,8,4,8,1,0,4,0,0,0,0,0,1,0
3228,20,4,3,9,1,4,0,0,9,0,9,0,0,5,9,6,7,2,0,3,0,0,0,0,1,0,0
3229,37,3,2,4,1,3,0,3,6,1,2,0,8,1,5,6,5,4,0,7,0,0,0,0,0,1,0
3230,17,2,3,9,0,7,4,1,5,0,7,1,2,6,8,5,8,1,0,3,0,0,0,0,1,1,0
3231,26,3,3,2,3,5,0,1,8,5,0,0,2,1,0,3,2,7,2,8,0,0,0,0,0,0,0
3232,17,3,3,9,0,4,2,1,6,0,7,0,3,6,4,5,8,1,0,3,0,0,0,0,0,0,0
3234,35,3,2,4,4,3,2,3,4,1,2,2,4,2,5,8,5,4,1,8,0,0,0,0,0,1,0
3235,22,2,4,10,1,5,3,4,3,2,3,0,5,1,7,5,6,3,1,4,0,6,0,0,0,0,0
3236,36,2,4,4,0,7,4,2,4,3,3,2,0,4,1,3,7,2,2,6,0,4,0,0,0,1,1
3237,33,4,3,3,1,7,1,2,6,2,1,0,5,1,0,6,5,4,1,7,0,0,0,0,0,1,1
3238,17,3,3,9,0,5,3,2,5,1,6,2,2,4,2,5,7,2,0,3,0,0,0,0,0,1,0
3239,19,3,3,9,1,4,1,4,4,2,4,2,2,3,3,7,5,4,2,5,0,0,0,0,1,1,0
3240,23,3,3,10,0,6,1,4,4,2,5,1,3,1,2,4,4,5,2,5,0,0,0,0,0,0,0
3241,38,3,4,4,0,2,4,0,5,4,5,0,4,1,9,7,6,3,0,6,0,0,0,0,0,1,0
3242,34,3,3,4,0,5,2,4,3,0,2,0,7,0,9,9,9,0,0,4,0,0,0,0,0,1,1
3243,23,2,4,10,3,5,4,4,1,2,5,1,2,3,7,5,7,2,1,5,0,0,0,1,0,1,0
3244,37,4,2,4,1,7,1,3,6,3,2,2,3,4,0,7,5,4,0,7,0,0,0,0,0,1,0
3245,17,2,3,9,0,7,3,4,3,3,3,0,1,4,2,7,7,2,3,3,0,0,0,0,0,0,1
3246,23,3,3,10,2,6,1,0,8,1,6,0,4,0,2,5,5,4,3,5,0,0,0,0,0,1,0
3247,27,4,2,2,1,4,2,4,4,5,0,4,0,0,4,6,5,4,0,6,0,0,0,0,0,1,0
